Ablation Date: 062123
Catheter S/N: 00010
Catheter Lot Number: 000000000222676
Control Mode: TEMPERATURE
Treatment State: RF_ON
Z Magnitude: 147
Z Slope: 0.899
Z Phase: -10.4
CI: 3.003
 Gen_Time Set_Time Set_Temp    Set_P Abl_Time    Imped    DC_V    DC_I    Meas_P    Meas_V      RFI     I_D1    IRet1    Phase    TRef     TC1     TC2     TC3     TC4     TC5     TC6   TComp SetFlow    Fluid    Pump1 HeatFct
 hh:mm:ss        s        C        W        s      Ohm       V      mA         W         V       mA       mA       mA      Deg       C       C       C       C       C       C       C       C  ml/min       ml      rpm   A^2 s
08:49:21        20       60     50.0     0.00      118    0.68     174       0.2      3.87       32       11       31      0.0    24.2    35.5    35.6    35.5    36.6    36.5    36.7    36.7       8       49       33   0.000
08:49:21        20       60     50.0     1.00      110   13.24    3937      50.1     77.06      679      243      667     16.6    20.1    40.5    41.1    42.6    44.2    44.8    43.4    44.8       8       50       35   0.056
08:49:22        20       60     50.0     2.00      108   13.37    3879      50.0     77.18      666      227      667     13.6    25.0    40.3    41.4    41.8    48.1    47.7    45.7    48.1       8       50       35   0.515
08:49:23        20       60     50.0     3.00      109   13.13    3969      49.9     75.40      683      250      687     14.3    26.2    41.6    42.8    44.0    48.9    51.6    47.3    51.6       8       50       35   0.976
08:49:24        20       60     50.0     4.00      109   13.15    3970      50.1     75.44      680      270      693     12.5    21.7    40.6    41.3    43.0    47.8    47.8    46.1    47.9       8       50       35   1.439
08:49:25        20       60     50.0     5.00      109   13.17    3974      50.2     75.95      688      255      669     16.2    25.8    41.9    43.0    43.0    47.5    50.2    46.5    50.2       8       50       35   1.898
08:49:26        20       60     50.0     6.00      107   13.25    3924      50.0     76.43      676      231      657     14.6    23.8    39.9    41.0    40.8    47.0    49.6    45.6    49.6       8       50       35   2.360
08:49:27        20       60     50.0     7.00      108   13.32    3903      50.1     76.51      678      248      689     15.0    23.6    39.9    40.8    40.7    45.7    47.9    45.2    47.9       8       50       35   2.825
08:49:28        20       60     50.0     8.00      109   13.36    3889      50.1     76.65      678      241      683     15.5    23.8    40.1    40.9    41.2    47.7    47.0    46.5    47.7       8       50       35   3.292
08:49:29        20       60     50.0     9.00      109   13.32    3909      50.0     76.45      674      267      657     13.9    22.1    39.4    40.3    41.2    45.6    45.7    43.9    45.7       8       51       35   3.746
08:49:30        20       60     50.0    10.00      107   13.24    3947      50.1     77.32      684      267      682     18.5    22.5    39.3    39.8    41.2    43.8    43.7    43.5    43.8       8       51       35   4.204
