Ablation Date: 062123
Catheter S/N: 00010
Catheter Lot Number: 000000000222676
Control Mode: TEMPERATURE
Treatment State: RF_ON
Z Magnitude: 122
Z Slope: 0.919
Z Phase: -7.5
CI: 0.753
 Gen_Time Set_Time Set_Temp    Set_P Abl_Time    Imped    DC_V    DC_I    Meas_P    Meas_V      RFI     I_D1    IRet1    Phase    TRef     TC1     TC2     TC3     TC4     TC5     TC6   TComp SetFlow    Fluid    Pump1 HeatFct
 hh:mm:ss        s        C        W        s      Ohm       V      mA         W         V       mA       mA       mA      Deg       C       C       C       C       C       C       C       C  ml/min       ml      rpm   A^2 s
08:45:49        20       60     50.0     0.00      116    0.68     175       0.2      3.91       32       12       32      0.0    24.1    34.6    34.8    34.7    36.3    36.2    36.2    36.3       8       35       35  10.521
08:45:50        20       60     50.0     1.00      112   13.29    3923      50.1     76.39      672      267      663     12.6    23.4    44.8    44.7    46.6    44.7    45.0    46.8    46.9       8       35       35  10.747
08:45:51        20       60     50.0     2.00      108   13.22    3931      49.9     75.96      675      277      697     13.0    23.3    44.7    46.6    46.9    44.8    48.5    46.4    48.5       8       35       35  11.208
08:45:52        20       60     50.0     3.00      109   13.20    3958      50.1     75.79      682      246      694     14.1    23.6    42.5    44.5    44.1    45.6    47.4    47.7    47.7       8       36       35  11.669
08:45:53        20       60     50.0     4.00      105   13.16    3984      50.1     76.70      689      288      682     18.4    26.5    44.6    45.7    49.2    47.3    47.6    49.3    49.3       8       36       35  12.141
08:45:54        20       60     50.0     5.00      108   13.10    3996      50.0     75.85      690      256      680     17.2    26.6    44.4    46.5    47.3    46.7    50.4    50.3    50.5       8       36       35  12.609
08:45:55        20       60     50.0     6.00      105   13.10    3993      50.0     75.12      694      274      685     16.3    26.6    45.7    47.4    50.4    45.2    48.0    48.8    50.4       8       36       35  13.085
08:45:56        20       60     50.0     7.00      107   13.12    3997      50.2     75.25      693      239      685     15.9    23.4    43.2    44.5    43.1    44.0    46.3    46.2    46.4       8       36       35  13.555
08:45:57        20       60     50.0     8.00      105   13.05    4018      50.0     74.99      690      278      718     15.0    25.4    45.0    45.9    50.6    44.9    47.6    47.1    50.6       8       36       35  14.033
08:45:58        20       60     50.0     9.00      107   13.13    3989      50.1     76.18      681      269      706     15.2    24.6    43.0    42.6    45.3    45.8    47.1    46.9    47.1       8       36       35  14.509
08:45:59        20       60     50.0    10.00      106   13.09    3999      50.0     75.27      681      283      690     12.6    25.7    43.6    44.3    47.5    46.0    45.9    46.3    47.5       8       36       35  14.982
08:46:00        20       60     50.0    11.00      106   13.13    3986      50.1     75.52      686      274      701     15.0    23.3    44.8    45.4    49.3    45.3    44.7    47.3    49.3       8       37       35  15.452
08:46:01        20       60     50.0    12.00      106   13.21    3912      49.5     76.70      680      283      695     18.3    22.3    47.9    47.1    48.9    46.3    46.3    51.1    51.1       8       37       35  15.928
08:46:02        20       60     50.0    13.00      108   13.08    4016      50.1     75.51      695      297      712     17.5    24.4    43.2    45.0    44.7    46.0    48.6    48.4    48.6       8       37       35  16.385
08:46:03        20       60     50.0    14.00      109   13.36    3896      50.0     78.88      672      237      663     19.2    23.2    41.1    42.0    41.7    43.0    44.8    44.9    45.0       8       37       35  16.668
08:46:04        20       60     50.0    15.00      108   13.19    3939      49.8     75.84      679      290      684     14.6    22.6    43.7    45.4    42.2    44.5    46.8    48.7    48.7       8       37       35  16.671
