Ablation Date: 062123
Catheter S/N: 00010
Catheter Lot Number: 000000000222676
Control Mode: TEMPERATURE
Treatment State: RF_ON
Z Magnitude: 126
Z Slope: 0.897
Z Phase: -7.5
CI: 0.777
 Gen_Time Set_Time Set_Temp    Set_P Abl_Time    Imped    DC_V    DC_I    Meas_P    Meas_V      RFI     I_D1    IRet1    Phase    TRef     TC1     TC2     TC3     TC4     TC5     TC6   TComp SetFlow    Fluid    Pump1 HeatFct
 hh:mm:ss        s        C        W        s      Ohm       V      mA         W         V       mA       mA       mA      Deg       C       C       C       C       C       C       C       C  ml/min       ml      rpm   A^2 s
08:40:09        20       60     50.0     0.00      112    0.68     190       0.2      3.87       34       13       36      0.0    24.2    35.4    35.8    35.5    36.8    36.6    36.7    36.8       8        8       35   4.752
08:40:10        20       60     50.0     1.00      104   12.86    4069      50.1     73.78      703      294      713     15.1    24.6    45.0    45.8    45.4    44.0    46.4    47.7    47.7       8        8       35   4.752
08:40:11        20       60     50.0     2.00      103   12.87    4061      50.1     74.49      697      289      713     15.3    24.4    42.4    43.1    43.0    43.5    44.9    46.2    46.2       8        8       35   5.196
08:40:12        20       60     50.0     3.00      101   12.75    4119      50.1     73.54      714      303      727     17.5    24.5    45.1    46.5    45.9    45.1    46.7    48.3    48.3       8        8       35   5.682
08:40:13        20       60     50.0     4.00      103   13.04    4006      50.2     74.83      696      245      684     15.1    25.0    40.9    42.4    40.1    43.6    45.7    47.2    47.2       8        8       35   6.183
08:40:14        20       60     50.0     5.00      103   12.90    4039      49.8     75.05      696      297      688     17.5    25.7    44.8    45.7    41.1    44.5    47.6    47.1    47.6       8        8       35   6.664
08:40:15        20       60     50.0     6.00      101   12.87    4066      50.0     74.01      697      289      707     14.1    26.1    46.6    44.6    40.9    43.1    45.4    45.0    46.6       8        9       35   7.150
08:40:16        20       60     50.0     7.00      101   12.83    4089      50.0     73.40      698      297      693     12.5    23.4    45.0    47.3    40.7    43.1    45.8    45.6    47.3       8        9       35   7.642
08:40:17        20       60     50.0     8.00      102   12.90    4058      50.2     74.43      703      279      688     16.5    20.5    42.3    44.3    41.0    43.0    45.8    45.7    45.8       8        9       35   8.133
08:40:18        20       60     50.0     9.00      101   12.80    4101      50.0     73.55      704      301      698     15.3    25.1    46.6    50.7    43.0    44.6    45.9    46.6    50.7       8        9       35   8.622
08:40:19        20       60     50.0    10.00      100   12.78    4114      50.0     72.47      708      279      703     12.9    24.6    50.7    48.5    42.6    45.2    47.0    50.1    50.7       8        9       35   9.114
08:40:20        20       60     50.0    11.00       99   12.82    4100      50.1     73.02      708      312      713     14.1    23.4    52.0    49.2    42.3    44.6    46.2    48.9    52.0       8        9       35   9.615
08:40:21        20       60     50.0    12.00      101   12.89    4070      50.1     74.58      705      281      701     17.5    26.2    42.5    44.9    41.9    43.6    46.2    46.0    46.2       8       10       35  10.119
